Timestamp,Open,High,Low,Close,Volume
2020-07-17 00:00:00,0.000999,0.01303,0.000999,0.001575,8057639169.0
2020-07-18 00:00:00,0.001576,0.001717,0.001435,0.001459,2100131099.0
2020-07-19 00:00:00,0.001458,0.00154,0.001361,0.00141,1623568922.0
2020-07-20 00:00:00,0.001419,0.001441,0.001236,0.001306,1336596754.0
2020-07-21 00:00:00,0.001306,0.00135,0.001252,0.001295,601448428.0
2020-07-22 00:00:00,0.0013,0.0016,0.001295,0.001485,2276175023.0
2020-07-23 00:00:00,0.001484,0.001899,0.00146,0.001817,2984641591.0
2020-07-24 00:00:00,0.001818,0.0025,0.001817,0.00215,8907415266.0
2020-07-25 00:00:00,0.00215,0.002398,0.001989,0.002102,3320741065.0
2020-07-26 00:00:00,0.002101,0.0022,0.00185,0.001994,2035264740.0
2020-07-27 00:00:00,0.001993,0.001994,0.001525,0.001602,2388052894.0
2020-07-28 00:00:00,0.001602,0.00188,0.00155,0.001785,1593847170.0
2020-07-29 00:00:00,0.001785,0.001785,0.001628,0.001738,1154164269.0
2020-07-30 00:00:00,0.001737,0.001838,0.001619,0.001706,943822692.0
2020-07-31 00:00:00,0.001706,0.001824,0.001677,0.00171,1042881840.0
2020-08-01 00:00:00,0.001709,0.001731,0.001602,0.001623,894430077.0
2020-08-02 00:00:00,0.001623,0.001678,0.001504,0.001538,850101978.0
2020-08-03 00:00:00,0.001538,0.00175,0.001474,0.001598,1065753762.0
2020-08-04 00:00:00,0.001598,0.001659,0.001577,0.001628,664635101.0
2020-08-05 00:00:00,0.001626,0.001669,0.001556,0.001583,733503930.0
2020-08-06 00:00:00,0.001583,0.001645,0.001575,0.001619,1053542771.0
2020-08-07 00:00:00,0.00162,0.00164,0.001517,0.001567,736973611.0
2020-08-08 00:00:00,0.001567,0.001625,0.001542,0.001609,791554065.0
2020-08-09 00:00:00,0.001601,0.001709,0.001577,0.001638,1092817449.0
2020-08-10 00:00:00,0.001638,0.001657,0.00156,0.001615,1048082701.0
2020-08-11 00:00:00,0.001615,0.00162,0.001475,0.001524,895749175.0
2020-08-12 00:00:00,0.001524,0.001546,0.001434,0.001499,764101035.0
2020-08-13 00:00:00,0.001504,0.001505,0.0014,0.00146,663158067.0
2020-08-14 00:00:00,0.00146,0.001485,0.001412,0.001452,741738946.0
2020-08-15 00:00:00,0.001454,0.001466,0.00137,0.001391,539539925.0
2020-08-16 00:00:00,0.00139,0.001398,0.001325,0.001359,739991558.0
2020-08-17 00:00:00,0.001364,0.00145,0.001348,0.001411,915054552.0
2020-08-18 00:00:00,0.001412,0.001434,0.001291,0.001348,573000796.0
2020-08-19 00:00:00,0.001348,0.0014,0.001245,0.001302,474291078.0
2020-08-20 00:00:00,0.001302,0.001358,0.001292,0.001303,402627841.0
2020-08-21 00:00:00,0.001309,0.001384,0.001227,0.001233,513204111.0
2020-08-22 00:00:00,0.001233,0.001292,0.001137,0.001229,425961730.0
2020-08-23 00:00:00,0.001225,0.001391,0.001207,0.001362,603515811.0
2020-08-24 00:00:00,0.001362,0.001375,0.001272,0.001305,596236574.0
2020-08-25 00:00:00,0.001308,0.00132,0.001175,0.001221,559666853.0
2020-08-26 00:00:00,0.001228,0.001265,0.001183,0.001258,480819617.0
2020-08-27 00:00:00,0.001259,0.001259,0.001157,0.001184,386391749.0
2020-08-28 00:00:00,0.001184,0.001297,0.001173,0.001243,428834798.0
2020-08-29 00:00:00,0.001244,0.00129,0.00122,0.00122,450411359.0
2020-08-30 00:00:00,0.001221,0.001246,0.0012,0.001222,308017336.0
2020-08-31 00:00:00,0.001222,0.00133,0.001203,0.00128,752367326.0
2020-09-01 00:00:00,0.001284,0.00134,0.0012,0.001202,722493933.0
2020-09-02 00:00:00,0.001202,0.001227,0.001103,0.001136,556760436.0
2020-09-03 00:00:00,0.001136,0.001163,0.000593,0.000857,942767428.0
2020-09-04 00:00:00,0.000859,0.001061,0.000776,0.000976,819998179.0
2020-09-05 00:00:00,0.000979,0.001138,0.000835,0.000901,1534272087.0
2020-09-06 00:00:00,0.000901,0.000983,0.000805,0.000913,776141438.0
2020-09-07 00:00:00,0.000915,0.00095,0.000703,0.000891,492297537.0
2020-09-08 00:00:00,0.000892,0.000918,0.000838,0.000859,308277789.0
2020-09-09 00:00:00,0.000859,0.000928,0.000822,0.0009,468014179.0
2020-09-10 00:00:00,0.0009,0.000926,0.000875,0.000899,450575878.0
2020-09-11 00:00:00,0.000897,0.00091,0.000859,0.000882,208445675.0
2020-09-12 00:00:00,0.00088,0.000929,0.000864,0.000913,297944491.0
2020-09-13 00:00:00,0.000913,0.000927,0.000851,0.000883,202711338.0
2020-09-14 00:00:00,0.000883,0.000918,0.000713,0.000877,215095332.0
2020-09-15 00:00:00,0.000877,0.000889,0.000788,0.000788,268668253.0
2020-09-16 00:00:00,0.000796,0.000831,0.000751,0.000801,170738669.0
2020-09-17 00:00:00,0.000796,0.000862,0.000785,0.000832,208218702.0
2020-09-18 00:00:00,0.000832,0.00099,0.00083,0.000866,746513373.0
2020-09-19 00:00:00,0.000867,0.000875,0.00083,0.000854,213756015.0
2020-09-20 00:00:00,0.000855,0.000915,0.000834,0.000847,257302120.0
2020-09-21 00:00:00,0.000846,0.000859,0.000756,0.000772,212130418.0
2020-09-22 00:00:00,0.000772,0.000818,0.000756,0.000774,132727119.0
2020-09-23 00:00:00,0.000774,0.000779,0.000632,0.000702,288224610.0
2020-09-24 00:00:00,0.000704,0.000765,0.000685,0.00075,196551477.0
2020-09-25 00:00:00,0.00075,0.0008,0.000729,0.000772,231219885.0
2020-09-26 00:00:00,0.00077,0.000818,0.000742,0.000779,182571612.0
2020-09-27 00:00:00,0.000779,0.000799,0.00072,0.000742,256471990.0
2020-09-28 00:00:00,0.000742,0.000842,0.00073,0.000773,316438792.0
2020-09-29 00:00:00,0.000772,0.000773,0.000605,0.000761,319886676.0
2020-09-30 00:00:00,0.000762,0.000768,0.000731,0.000742,142055909.0
2020-10-01 00:00:00,0.000742,0.000799,0.000701,0.000714,243487823.0
2020-10-02 00:00:00,0.000716,0.000746,0.000673,0.000697,142145054.0
2020-10-03 00:00:00,0.000697,0.000731,0.00069,0.000715,63284821.0
2020-10-04 00:00:00,0.000715,0.000724,0.000675,0.0007,93892465.0
2020-10-05 00:00:00,0.000699,0.000708,0.000665,0.00068,101419020.0
2020-10-06 00:00:00,0.00068,0.000696,0.000619,0.000622,184904158.0
2020-10-07 00:00:00,0.000624,0.000683,0.000599,0.000669,189683979.0
2020-10-08 00:00:00,0.000666,0.000676,0.000623,0.000665,169733658.0
2020-10-09 00:00:00,0.000667,0.000724,0.000663,0.000722,174608147.0
2020-10-10 00:00:00,0.000722,0.000724,0.000677,0.000683,174251236.0
2020-10-11 00:00:00,0.000683,0.000695,0.000676,0.00069,87418076.0
2020-10-12 00:00:00,0.000692,0.000709,0.000675,0.000701,136335426.0
2020-10-13 00:00:00,0.000701,0.000775,0.000681,0.00071,379268586.0
2020-10-14 00:00:00,0.000713,0.000725,0.000685,0.000697,129755847.0
2020-10-15 00:00:00,0.000697,0.000725,0.000685,0.000704,109152501.0
