Timestamp,Open,High,Low,Close,Volume
2020-01-01 00:00:00,129.16,129.19,128.68,128.87,7769.17336
2020-01-01 01:00:00,128.87,130.65,128.78,130.64,11344.65516
2020-01-01 02:00:00,130.63,130.98,130.35,130.85,7603.35623
2020-01-01 03:00:00,130.85,130.89,129.94,130.2,4968.55433
2020-01-01 04:00:00,130.21,130.74,130.15,130.2,3397.90747
2020-01-01 05:00:00,130.2,130.47,130.11,130.3,4243.6064
2020-01-01 06:00:00,130.31,130.75,130.26,130.44,3668.90166
2020-01-01 07:00:00,130.47,130.71,130.14,130.24,4147.17413
2020-01-01 08:00:00,130.24,130.41,129.87,130.36,7541.44497
2020-01-01 09:00:00,130.4,130.62,130.13,130.17,4808.20496
2020-01-01 10:00:00,130.17,130.82,130.07,130.7,4625.5017
2020-01-01 11:00:00,130.67,131.87,130.6,130.74,10847.79032
2020-01-01 12:00:00,130.74,131.61,130.7,131.61,4163.30667
2020-01-01 13:00:00,131.6,131.9,131.28,131.68,7160.65302
2020-01-01 14:00:00,131.66,132.37,131.24,131.96,7325.25762
2020-01-01 15:00:00,131.95,132.4,131.6,132.08,5361.06926
2020-01-01 16:00:00,132.08,132.95,131.78,132.85,6915.20906
2020-01-01 17:00:00,132.86,133.05,132.27,132.34,5424.00732
2020-01-01 18:00:00,132.34,132.46,131.57,132.04,5707.7934
2020-01-01 19:00:00,132.04,132.16,131.62,131.86,2111.21443
2020-01-01 20:00:00,131.86,132.25,131.7,132.18,2014.79285
2020-01-01 21:00:00,132.17,132.37,131.68,131.78,4879.42025
2020-01-01 22:00:00,131.82,131.82,129.9,130.27,14876.06749
2020-01-01 23:00:00,130.28,130.87,129.74,130.77,3865.45991
2020-01-02 00:00:00,130.72,130.78,130.27,130.67,3772.6667
2020-01-02 01:00:00,130.66,130.67,130.12,130.15,3684.51912
2020-01-02 02:00:00,130.14,130.16,128.89,129.72,19078.42209
2020-01-02 03:00:00,129.71,129.71,128.77,129.1,11950.18634
2020-01-02 04:00:00,129.09,129.87,128.69,129.55,8931.67759
2020-01-02 05:00:00,129.57,129.75,129.3,129.63,7276.74256
2020-01-02 06:00:00,129.6,129.99,129.15,129.42,4823.43405
2020-01-02 07:00:00,129.43,129.67,128.96,129.26,6548.36046
2020-01-02 08:00:00,129.23,130.27,129.21,130.21,7205.6708
2020-01-02 09:00:00,130.21,130.21,129.57,129.98,5828.65169
2020-01-02 10:00:00,129.97,130.28,129.66,129.72,8014.34789
2020-01-02 11:00:00,129.73,129.94,129.44,129.53,4293.24985
2020-01-02 12:00:00,129.52,129.99,129.52,129.96,3718.46074
2020-01-02 13:00:00,129.97,130.01,128.9,129.35,8547.00635
2020-01-02 14:00:00,129.34,129.86,129.21,129.37,5538.92471
2020-01-02 15:00:00,129.37,129.8,129.36,129.59,5352.62034
2020-01-02 16:00:00,129.58,129.78,126.94,127.6,32996.89479
2020-01-02 17:00:00,127.6,127.68,126.38,127.4,40429.91193
2020-01-02 18:00:00,127.42,127.75,127.13,127.49,7360.65888
2020-01-02 19:00:00,127.49,127.67,127.08,127.62,4747.08642
2020-01-02 20:00:00,127.63,127.64,126.79,127.16,5796.42079
2020-01-02 21:00:00,127.16,127.87,127.15,127.72,2225.95265
2020-01-02 22:00:00,127.72,127.76,127.24,127.39,2654.51024
2020-01-02 23:00:00,127.39,127.48,126.91,127.19,2980.68108
2020-01-03 00:00:00,127.19,127.6,126.82,127.07,7303.34389
2020-01-03 01:00:00,127.07,127.17,125.88,126.04,12202.68649
2020-01-03 02:00:00,126.04,127.08,125.9,126.92,14356.43191
2020-01-03 03:00:00,126.94,127.11,126.65,126.89,6279.7682
2020-01-03 04:00:00,126.89,130.15,126.83,129.3,47219.15382
2020-01-03 05:00:00,129.23,129.97,128.76,129.21,13556.58641
2020-01-03 06:00:00,129.24,129.35,128.76,129.17,9731.33188
2020-01-03 07:00:00,129.18,129.53,128.72,128.86,16992.05519
2020-01-03 08:00:00,128.86,133.26,128.8,132.15,74641.9522
2020-01-03 09:00:00,132.2,132.87,131.71,132.35,26464.25904
2020-01-03 10:00:00,132.36,132.72,131.58,132.04,10333.20316
2020-01-03 11:00:00,132.03,132.63,131.92,132.46,6848.31903
2020-01-03 12:00:00,132.49,132.83,131.85,132.23,13842.74842
2020-01-03 13:00:00,132.23,133.95,132.23,133.54,14278.62513
2020-01-03 14:00:00,133.51,133.85,130.93,131.68,22358.209
2020-01-03 15:00:00,131.68,132.57,131.59,132.53,7514.12682
2020-01-03 16:00:00,132.52,133.75,131.94,133.51,23716.09017
2020-01-03 17:00:00,133.44,134.9,132.66,133.97,23183.54673
2020-01-03 18:00:00,134.0,134.22,133.24,133.5,9525.09437
2020-01-03 19:00:00,133.5,133.59,132.21,133.49,13761.61369
2020-01-03 20:00:00,133.48,134.05,133.01,133.45,8673.15909
2020-01-03 21:00:00,133.48,133.93,132.29,132.5,8141.62621
2020-01-03 22:00:00,132.45,133.37,132.16,133.04,6493.87391
2020-01-03 23:00:00,133.04,135.14,132.9,134.35,15637.38419
2020-01-04 00:00:00,134.37,134.81,133.44,133.7,11609.95948
2020-01-04 01:00:00,133.71,133.71,132.79,133.01,7514.41101
2020-01-04 02:00:00,133.01,133.48,132.8,133.47,5970.26181
2020-01-04 03:00:00,133.47,133.54,133.18,133.34,4705.93094
2020-01-04 04:00:00,133.34,133.91,133.0,133.67,8118.69367
2020-01-04 05:00:00,133.68,134.11,133.4,133.66,5335.12784
2020-01-04 06:00:00,133.67,134.25,133.62,133.95,4892.57246
2020-01-04 07:00:00,133.92,134.31,133.41,133.91,6023.01492
2020-01-04 08:00:00,133.9,134.14,133.52,133.6,3244.59618
2020-01-04 09:00:00,133.61,134.15,133.41,134.13,6704.48768
2020-01-04 10:00:00,134.11,134.18,133.24,133.4,7592.59385
2020-01-04 11:00:00,133.4,133.82,133.07,133.77,6376.83156
2020-01-04 12:00:00,133.76,133.79,132.5,132.79,7795.94074
2020-01-04 13:00:00,132.81,133.25,132.59,132.9,8563.05035
2020-01-04 14:00:00,132.9,133.33,132.83,133.06,6020.55767
2020-01-04 15:00:00,133.06,133.66,132.94,133.26,6858.1761
2020-01-04 16:00:00,133.26,133.48,132.96,133.09,5885.12486
2020-01-04 17:00:00,133.12,134.86,133.04,134.6,13659.98877
2020-01-04 18:00:00,134.6,135.85,132.8,133.51,29686.80575
2020-01-04 19:00:00,133.5,134.27,133.07,133.72,10640.63681
2020-01-04 20:00:00,133.71,134.2,133.44,134.08,5274.03807
2020-01-04 21:00:00,134.09,134.54,133.68,134.12,6182.56587
2020-01-04 22:00:00,134.11,134.37,133.8,134.1,2829.43607
2020-01-04 23:00:00,134.14,134.4,133.77,134.2,2791.36856
2020-01-05 00:00:00,134.2,135.24,134.19,134.76,11892.25333
2020-01-05 01:00:00,134.76,135.83,134.71,135.65,17758.63532
2020-01-05 02:00:00,135.64,136.0,135.15,135.46,8724.85945
2020-01-05 03:00:00,135.47,136.2,135.45,136.16,10456.05953
2020-01-05 04:00:00,136.17,137.24,135.62,135.91,21424.0596
2020-01-05 05:00:00,135.91,136.45,135.64,136.19,6916.99731
2020-01-05 06:00:00,136.17,136.59,135.86,136.11,5316.16735
2020-01-05 07:00:00,136.1,136.31,135.82,136.02,3628.84145
