Timestamp,Open,High,Low,Close,Volume
2020-03-12 00:00:00,194.61,195.55,101.2,107.82,3814533.14046
2020-03-13 00:00:00,107.67,139.68,86.0,134.06,4663239.92861
2020-03-14 00:00:00,134.06,134.68,120.0,122.54,1237674.88642
2020-03-15 00:00:00,122.54,133.5,120.16,123.78,1312950.90137
2020-03-16 00:00:00,123.82,124.33,101.1,111.02,2442064.14448
2020-03-17 00:00:00,111.02,120.8,109.38,115.67,1295108.4848
2020-03-18 00:00:00,115.67,118.5,109.86,118.11,1201850.31275
2020-03-19 00:00:00,118.11,143.13,115.46,136.3,1801071.18816
2020-03-20 00:00:00,136.3,152.55,116.74,133.48,2504057.63799
2020-03-21 00:00:00,133.49,137.49,125.69,132.66,1231842.11121
2020-03-22 00:00:00,132.63,137.13,121.1,122.32,1055699.86532
2020-03-23 00:00:00,122.31,137.5,119.5,135.92,1436796.12449
2020-03-24 00:00:00,135.89,143.36,132.2,138.42,1244377.16334
2020-03-25 00:00:00,138.42,142.33,132.54,136.1,1034248.74369
2020-03-26 00:00:00,136.11,139.74,133.26,138.4,751060.63102
2020-03-27 00:00:00,138.4,141.27,129.68,131.33,706948.54559
2020-03-28 00:00:00,131.33,132.97,124.88,130.98,896032.10594
2020-03-29 00:00:00,130.94,131.84,123.81,124.5,543997.0
2020-03-30 00:00:00,124.47,135.42,124.06,132.06,764831.92747
2020-03-31 00:00:00,132.09,135.0,130.38,132.72,547669.27789
2020-04-01 00:00:00,132.72,136.99,128.62,135.69,680922.24747
2020-04-02 00:00:00,135.65,149.76,135.01,141.28,1138977.66114
2020-04-03 00:00:00,141.27,146.72,137.26,141.31,797546.11446
2020-04-04 00:00:00,141.3,146.28,138.88,144.1,573508.14086
2020-04-05 00:00:00,144.1,145.58,140.68,142.68,414987.45246
2020-04-06 00:00:00,142.69,172.0,142.6,171.32,1636338.7311
2020-04-07 00:00:00,171.32,176.22,162.22,164.63,1717962.82538
2020-04-08 00:00:00,164.62,174.48,163.59,173.11,1023575.92076
2020-04-09 00:00:00,173.15,173.38,165.19,169.52,719837.24423
2020-04-10 00:00:00,169.56,170.1,152.11,157.81,1314841.362
2020-04-11 00:00:00,157.81,161.37,153.91,158.33,621599.61289
2020-04-12 00:00:00,158.33,164.78,155.0,158.59,809100.24594
2020-04-13 00:00:00,158.56,158.97,150.0,156.29,1042091.03622
2020-04-14 00:00:00,156.28,161.85,155.23,158.45,698030.65089
2020-04-15 00:00:00,158.46,161.29,152.0,152.73,729119.66505
2020-04-16 00:00:00,152.74,174.79,148.33,172.29,1647207.59991
2020-04-17 00:00:00,172.31,174.96,168.31,170.69,723537.75591
2020-04-18 00:00:00,170.61,189.54,170.48,187.4,1127296.36979
2020-04-19 00:00:00,187.4,188.35,175.75,180.03,995759.5775
2020-04-20 00:00:00,180.02,186.46,166.7,170.2,1547821.52737
2020-04-21 00:00:00,170.21,174.7,168.0,170.74,906381.65398
2020-04-22 00:00:00,170.73,184.0,169.78,182.7,988698.39076
2020-04-23 00:00:00,182.7,193.63,178.16,185.51,1457867.08713
2020-04-24 00:00:00,185.57,189.8,184.72,187.59,780904.21257
2020-04-25 00:00:00,187.6,198.36,185.76,194.21,866478.04928
2020-04-26 00:00:00,194.21,200.0,192.3,197.38,758525.81533
2020-04-27 00:00:00,197.39,199.05,189.29,196.34,896627.37271
2020-04-28 00:00:00,196.33,198.5,192.36,196.24,636829.89397
2020-04-29 00:00:00,196.24,218.77,196.22,215.36,1620422.72431
2020-04-30 00:00:00,215.4,227.3,202.0,206.08,1749691.00151
2020-05-01 00:00:00,206.07,217.14,205.91,212.02,794913.95828
2020-05-02 00:00:00,212.01,215.37,210.36,213.9,443494.67248
2020-05-03 00:00:00,213.89,219.3,203.92,209.86,748383.91311
2020-05-04 00:00:00,209.86,210.65,194.88,206.48,1114249.32658
2020-05-05 00:00:00,206.47,211.68,201.0,205.29,640644.66268
2020-05-06 00:00:00,205.3,210.77,197.71,198.97,862700.67849
2020-05-07 00:00:00,198.92,215.1,196.43,212.0,1305778.73764
2020-05-08 00:00:00,212.01,216.61,206.9,211.31,917908.1944
2020-05-09 00:00:00,211.32,214.6,208.4,210.07,587871.98073
2020-05-10 00:00:00,210.09,210.18,179.59,187.54,1473226.05475
2020-05-11 00:00:00,187.62,193.5,176.0,185.73,1093299.81927
2020-05-12 00:00:00,185.8,192.24,185.48,189.76,669755.79567
2020-05-13 00:00:00,189.77,201.0,188.35,199.58,806143.00704
2020-05-14 00:00:00,199.61,206.02,195.67,203.29,1114700.24937
2020-05-15 00:00:00,203.29,204.08,191.66,194.86,904749.6357
2020-05-16 00:00:00,194.87,203.5,193.21,200.45,669900.03754
2020-05-17 00:00:00,200.44,209.85,199.68,207.0,708711.89315
2020-05-18 00:00:00,207.02,217.07,207.0,214.91,1064139.2485
2020-05-19 00:00:00,214.92,215.95,209.45,214.58,643702.98849
2020-05-20 00:00:00,214.6,215.75,204.27,209.98,679532.61037
2020-05-21 00:00:00,209.99,211.64,191.71,198.74,1003923.4342
2020-05-22 00:00:00,198.72,209.19,196.24,207.36,787672.36081
2020-05-23 00:00:00,207.36,211.2,204.55,206.6,478559.92006
2020-05-24 00:00:00,206.6,210.55,199.5,199.9,673535.05784
2020-05-25 00:00:00,199.9,205.67,198.01,204.15,469931.62492
2020-05-26 00:00:00,204.22,205.0,196.9,200.89,477176.7353
2020-05-27 00:00:00,200.92,208.44,200.76,208.29,494816.72727
2020-05-28 00:00:00,208.29,220.5,204.67,220.21,643945.97769
2020-05-29 00:00:00,220.24,224.79,217.57,220.67,603058.0759
2020-05-30 00:00:00,220.63,247.0,218.8,243.66,1019550.75146
2020-05-31 00:00:00,243.71,245.39,229.58,231.57,821608.68884
2020-06-01 00:00:00,231.56,250.68,230.66,248.23,823816.69936
2020-06-02 00:00:00,248.23,253.8,225.0,237.71,955520.91863
2020-06-03 00:00:00,237.71,245.0,232.71,244.52,502928.13371
2020-06-04 00:00:00,244.54,246.6,236.0,243.21,669369.3392
2020-06-05 00:00:00,243.22,247.87,239.14,240.03,502547.41103
2020-06-06 00:00:00,240.04,244.7,237.83,241.94,389423.07798
2020-06-07 00:00:00,241.94,245.37,234.6,244.56,571102.55515
2020-06-08 00:00:00,244.57,247.7,240.59,246.4,383116.54719
2020-06-09 00:00:00,246.37,249.82,238.0,243.8,420327.17133
2020-06-10 00:00:00,243.79,250.28,242.0,247.78,431285.61715
2020-06-11 00:00:00,247.78,250.09,226.2,230.51,816456.89161
2020-06-12 00:00:00,230.46,239.38,228.19,237.55,446515.34124
2020-06-13 00:00:00,237.55,238.73,234.66,238.11,253797.7809
2020-06-14 00:00:00,238.13,238.59,229.83,231.77,304943.21188
2020-06-15 00:00:00,231.74,233.55,218.27,230.86,875026.92057
2020-06-16 00:00:00,230.86,236.0,228.7,235.3,499194.66758
2020-06-17 00:00:00,235.31,237.3,227.65,233.82,478187.2917
2020-06-18 00:00:00,233.82,234.65,227.93,231.27,334347.79917
2020-06-19 00:00:00,231.26,231.95,226.74,229.0,397284.59808
2020-06-20 00:00:00,229.0,230.85,225.62,228.89,303704.98826
2020-06-21 00:00:00,228.88,231.49,227.11,228.04,256305.23734
2020-06-22 00:00:00,228.03,246.89,227.51,243.13,749030.11114
2020-06-23 00:00:00,243.11,244.87,240.75,243.14,442296.31477
2020-06-24 00:00:00,243.15,249.24,231.07,234.58,921634.0534
2020-06-25 00:00:00,234.57,235.39,227.56,232.5,613748.59348
2020-06-26 00:00:00,232.49,233.61,227.75,229.64,628340.07007
2020-06-27 00:00:00,229.66,231.42,216.0,220.94,645950.61438
2020-06-28 00:00:00,220.94,227.96,218.32,224.93,444766.56881
2020-06-29 00:00:00,224.89,229.96,221.26,227.93,597915.52242
2020-06-30 00:00:00,227.98,228.7,222.91,225.6,415036.02977
2020-07-01 00:00:00,225.59,232.71,224.16,230.99,517351.58865
2020-07-02 00:00:00,230.99,232.01,222.87,226.46,592485.91115
2020-07-03 00:00:00,226.46,228.13,223.97,224.87,314578.5004
2020-07-04 00:00:00,224.86,230.71,224.43,229.17,307726.46593
2020-07-05 00:00:00,229.24,229.85,223.05,227.56,355747.12006
2020-07-06 00:00:00,227.54,242.0,226.93,241.6,864817.507
2020-07-07 00:00:00,241.6,243.77,234.4,239.39,600424.97209
2020-07-08 00:00:00,239.39,248.88,237.78,246.95,958185.83708
2020-07-09 00:00:00,246.94,247.9,237.88,241.98,647641.58291
2020-07-10 00:00:00,241.97,242.16,235.72,241.26,455025.12385
2020-07-11 00:00:00,241.27,241.67,237.54,239.19,294476.00626
2020-07-12 00:00:00,239.19,244.0,236.52,242.79,469315.1172
2020-07-13 00:00:00,242.76,245.33,237.33,239.5,604093.04245
2020-07-14 00:00:00,239.5,242.09,237.0,240.44,426320.89188
2020-07-15 00:00:00,240.45,241.45,236.83,238.61,368350.66518
2020-07-16 00:00:00,238.59,239.39,230.02,233.57,587161.73894
2020-07-17 00:00:00,233.58,234.84,231.65,232.67,325600.21444
2020-07-18 00:00:00,232.66,236.8,232.32,235.67,341356.6182
2020-07-19 00:00:00,235.67,239.92,233.28,239.11,348803.52073
2020-07-20 00:00:00,239.12,239.72,234.05,236.01,396657.91938
2020-07-21 00:00:00,236.0,246.66,235.57,245.59,637462.08074
2020-07-22 00:00:00,245.53,269.61,241.51,263.74,718417.68296
2020-07-23 00:00:00,263.75,279.98,259.7,275.3,1068774.57879
2020-07-24 00:00:00,275.31,287.34,266.0,279.15,926033.06692
2020-07-25 00:00:00,279.15,308.94,279.09,305.26,1058927.30554
2020-07-26 00:00:00,305.31,318.75,299.0,311.0,1270368.753
2020-07-27 00:00:00,311.02,333.31,310.78,321.93,1636122.34727
2020-07-28 00:00:00,321.95,326.8,305.86,316.77,1093231.55578
2020-07-29 00:00:00,316.77,325.0,312.38,317.71,792802.32148
2020-07-30 00:00:00,317.76,342.0,314.05,334.87,1008827.56698
2020-07-31 00:00:00,334.82,349.45,328.4,346.33,948088.44982
2020-08-01 00:00:00,346.32,392.67,343.07,387.0,1440843.34203
2020-08-02 00:00:00,387.01,415.85,325.0,372.42,2324909.09616
2020-08-03 00:00:00,372.45,398.0,366.5,385.94,1191565.09389
2020-08-04 00:00:00,385.91,402.98,380.77,389.61,1180792.42379
2020-08-05 00:00:00,389.59,407.0,384.11,400.72,1124119.0672
2020-08-06 00:00:00,400.72,403.66,390.51,394.77,821379.08397
2020-08-07 00:00:00,394.77,398.26,362.85,379.34,1041207.35946
2020-08-08 00:00:00,379.34,397.05,375.79,397.03,623029.78053
2020-08-09 00:00:00,397.05,400.0,383.36,390.14,594900.58133
2020-08-10 00:00:00,390.14,399.18,385.13,395.44,826969.90633
2020-08-11 00:00:00,395.43,398.21,367.0,379.0,992412.6023
2020-08-12 00:00:00,378.99,389.23,365.85,387.18,751848.7983
2020-08-13 00:00:00,387.18,431.49,376.59,424.54,1511330.7732
2020-08-14 00:00:00,424.54,444.71,417.05,438.11,1109670.94324
2020-08-15 00:00:00,438.12,442.94,427.02,432.32,681698.5971
2020-08-16 00:00:00,432.3,436.99,412.47,433.62,716666.25258
2020-08-17 00:00:00,433.61,446.0,420.37,430.89,868870.64996
2020-08-18 00:00:00,430.89,433.81,415.0,421.95,743254.57018
2020-08-19 00:00:00,421.92,426.75,393.25,407.46,978339.69221
2020-08-20 00:00:00,407.46,418.98,402.07,415.94,663555.73445
2020-08-21 00:00:00,415.94,418.68,385.1,387.97,860998.7256
2020-08-22 00:00:00,387.93,397.04,379.92,395.24,643235.76543
2020-08-23 00:00:00,395.23,396.95,383.15,390.71,445317.81989
2020-08-24 00:00:00,390.72,410.42,387.44,407.68,717403.81877
2020-08-25 00:00:00,407.68,409.06,370.0,382.93,970445.38395
2020-08-26 00:00:00,382.91,392.91,377.37,385.81,738690.7794
2020-08-27 00:00:00,385.81,397.1,371.48,383.27,877763.73658
2020-08-28 00:00:00,383.31,398.0,379.75,395.11,732601.46905
2020-08-29 00:00:00,395.1,405.69,391.88,398.65,659802.63344
2020-08-30 00:00:00,398.65,429.89,398.3,428.94,894979.71788
2020-08-31 00:00:00,428.94,439.0,418.04,433.79,1040748.68881
2020-09-01 00:00:00,433.8,488.84,429.03,475.4,1751354.57719
2020-09-02 00:00:00,475.4,481.39,420.0,439.5,1880642.46853
2020-09-03 00:00:00,439.5,450.7,372.0,381.4,2408569.34151
2020-09-04 00:00:00,381.35,400.21,357.0,385.26,1806488.22474
2020-09-05 00:00:00,385.3,395.0,308.42,335.01,2777166.51389
2020-09-06 00:00:00,335.04,360.0,316.1,352.8,2017811.14721
2020-09-07 00:00:00,352.85,358.51,323.0,353.59,1740618.42462
2020-09-08 00:00:00,353.59,356.58,325.38,337.39,1400246.82962
2020-09-09 00:00:00,337.41,359.0,330.51,350.85,879760.56255
2020-09-10 00:00:00,350.85,377.25,349.91,367.93,1134287.61137
2020-09-11 00:00:00,367.93,375.27,355.49,373.63,844017.59966
2020-09-12 00:00:00,373.62,388.57,364.73,387.78,766542.31635
2020-09-13 00:00:00,387.78,390.43,350.0,366.42,989195.69047
2020-09-14 00:00:00,366.43,384.64,355.73,377.12,1042059.62265
2020-09-15 00:00:00,377.12,382.47,362.34,364.06,883856.33005
2020-09-16 00:00:00,364.05,373.45,355.0,365.11,841709.98939
2020-09-17 00:00:00,365.04,394.14,363.3,389.36,1256300.411
2020-09-18 00:00:00,389.35,392.58,375.33,384.39,804194.47219
2020-09-19 00:00:00,384.4,388.72,377.0,385.25,570908.33553
2020-09-20 00:00:00,385.25,385.45,365.0,371.04,693164.40144
2020-09-21 00:00:00,371.04,376.8,331.0,340.36,1283946.03098
2020-09-22 00:00:00,340.31,346.91,335.34,344.21,842731.12878
2020-09-23 00:00:00,344.18,344.65,313.29,320.72,940904.49756
2020-09-24 00:00:00,320.72,353.1,316.67,348.97,1071705.09721
2020-09-25 00:00:00,348.97,358.0,337.58,351.92,860643.77924
2020-09-26 00:00:00,351.93,356.4,345.88,353.92,530879.20755
2020-09-27 00:00:00,353.95,362.14,347.24,357.49,569568.55041
2020-09-28 00:00:00,357.58,368.2,351.7,353.96,757758.4304
2020-09-29 00:00:00,353.91,360.63,350.45,359.79,585143.16892
2020-09-30 00:00:00,359.78,361.5,351.56,359.83,498943.23226
2020-10-01 00:00:00,359.83,370.45,345.51,352.85,758349.31959
2020-10-02 00:00:00,352.83,354.55,334.24,345.6,733571.84211
2020-10-03 00:00:00,345.6,351.0,343.7,345.95,303595.71901
2020-10-04 00:00:00,345.94,354.45,343.81,352.37,343932.91712
2020-10-05 00:00:00,352.34,356.1,348.54,353.62,376740.30692
2020-10-06 00:00:00,353.63,355.1,336.8,340.75,640063.26951
2020-10-07 00:00:00,340.8,342.85,332.18,341.58,541928.86376
2020-10-08 00:00:00,341.58,353.32,334.21,350.95,631794.8756
2020-10-09 00:00:00,350.94,368.33,347.32,365.02,650478.19338
2020-10-10 00:00:00,365.01,378.4,364.71,370.52,591005.32129
2020-10-11 00:00:00,370.51,377.6,368.87,374.16,373318.23779
2020-10-12 00:00:00,374.17,394.8,365.58,386.51,844422.65444
2020-10-13 00:00:00,386.51,387.75,374.51,381.04,645141.91394
2020-10-14 00:00:00,381.05,387.41,373.13,378.69,569557.82936
2020-10-15 00:00:00,378.69,381.79,369.85,377.64,634038.09453
2020-10-16 00:00:00,377.63,379.83,361.18,365.5,654029.36404
2020-10-17 00:00:00,365.5,370.46,363.36,368.32,285578.24537
2020-10-18 00:00:00,368.31,378.64,367.1,378.11,323468.47095
2020-10-19 00:00:00,378.12,384.32,372.5,379.3,577252.90265
2020-10-20 00:00:00,379.3,380.73,365.27,368.52,617309.81677
2020-10-21 00:00:00,368.53,401.49,367.74,390.38,1221663.63784
2020-10-22 00:00:00,390.31,420.73,390.21,413.98,1095897.20667
2020-10-23 00:00:00,413.94,419.33,401.3,409.11,727832.3224
2020-10-24 00:00:00,409.19,416.66,407.0,412.14,419236.87106
2020-10-25 00:00:00,412.14,417.4,402.5,405.86,415586.9761
2020-10-26 00:00:00,405.85,411.11,382.3,392.52,895142.67266
2020-10-27 00:00:00,392.52,410.25,389.9,403.45,754261.74114
2020-10-28 00:00:00,403.41,409.2,380.52,388.23,855275.46882
2020-10-29 00:00:00,388.22,393.72,380.52,387.13,573096.01416
2020-10-30 00:00:00,387.12,391.97,373.29,382.49,771750.74746
2020-10-31 00:00:00,382.59,394.88,379.9,386.46,467453.8105
2020-11-01 00:00:00,386.44,398.29,384.61,396.67,438952.95565
2020-11-02 00:00:00,396.68,404.5,377.92,383.02,779968.57957
2020-11-03 00:00:00,383.01,390.0,370.23,387.88,752954.37114
2020-11-04 00:00:00,387.88,408.39,376.47,402.49,1157064.35076
2020-11-05 00:00:00,402.5,420.4,396.14,416.69,1475139.77342
2020-11-06 00:00:00,416.73,458.27,414.76,455.91,1682440.96026
2020-11-07 00:00:00,455.91,468.28,424.14,435.21,1653416.5961
2020-11-08 00:00:00,435.2,460.1,431.99,454.3,840908.46841
2020-11-09 00:00:00,454.29,459.1,433.09,444.32,1099213.24641
2020-11-10 00:00:00,444.32,455.0,438.7,450.34,866872.41108
2020-11-11 00:00:00,450.34,476.25,449.28,463.09,1205782.84262
2020-11-12 00:00:00,463.09,470.0,451.2,462.39,990776.62912
2020-11-13 00:00:00,462.48,478.01,457.12,476.43,976665.09752
2020-11-14 00:00:00,476.42,477.47,452.0,460.89,735252.7854
2020-11-15 00:00:00,460.9,462.89,440.19,448.08,665217.56671
2020-11-16 00:00:00,448.07,466.0,445.45,460.55,812060.44638
2020-11-17 00:00:00,460.51,484.88,459.8,482.15,1151573.37456
2020-11-18 00:00:00,482.11,495.31,456.6,478.41,1477696.29116
2020-11-19 00:00:00,478.43,480.75,464.86,471.25,817418.52685
2020-11-20 00:00:00,471.26,514.4,470.65,510.12,1516361.90736
2020-11-21 00:00:00,510.12,553.32,502.82,552.35,1548851.29067
2020-11-22 00:00:00,552.42,580.88,511.28,560.03,1850317.93581
2020-11-23 00:00:00,560.03,610.85,550.12,608.58,2076008.84846
2020-11-24 00:00:00,608.58,623.0,585.0,604.97,1606450.49193
2020-11-25 00:00:00,604.98,606.0,553.83,569.5,1219440.02727
2020-11-26 00:00:00,569.38,577.14,481.0,519.83,2683460.74171
2020-11-27 00:00:00,519.83,530.62,493.72,518.68,1088064.28114
2020-11-28 00:00:00,518.59,547.94,506.59,537.52,900508.61431
2020-11-29 00:00:00,537.5,576.9,530.32,576.3,855276.46664
2020-11-30 00:00:00,576.32,616.85,570.07,616.66,1501989.45408
2020-12-01 00:00:00,616.65,635.7,560.0,585.26,2163875.81376
2020-12-02 00:00:00,585.26,604.93,575.0,596.89,1069538.65619
2020-12-03 00:00:00,596.88,623.44,585.82,615.85,935687.91723
2020-12-04 00:00:00,615.84,620.0,565.82,567.24,1052452.78666
2020-12-05 00:00:00,567.24,597.11,560.88,596.8,701567.95564
2020-12-06 00:00:00,596.82,607.5,583.0,601.54,602496.96339
2020-12-07 00:00:00,601.59,603.15,584.22,591.28,498329.37589
2020-12-08 00:00:00,591.27,595.0,549.22,554.94,804443.00717
2020-12-09 00:00:00,554.92,578.08,530.43,573.09,997192.16738
2020-12-10 00:00:00,573.2,575.7,548.11,558.99,608414.51466
2020-12-11 00:00:00,558.99,560.8,535.5,544.43,768921.78317
2020-12-12 00:00:00,544.46,574.0,543.1,568.04,573913.95311
2020-12-13 00:00:00,568.09,595.0,563.22,590.7,657794.46158
2020-12-14 00:00:00,590.81,591.48,575.6,586.29,493012.02706
2020-12-15 00:00:00,586.29,597.2,578.58,588.64,569270.52011
2020-12-16 00:00:00,588.78,640.0,580.71,637.18,1185588.05078
2020-12-17 00:00:00,637.18,676.25,625.76,642.7,2006130.01975
2020-12-18 00:00:00,642.71,664.61,629.4,653.85,1000012.98018
2020-12-19 00:00:00,653.76,669.95,645.42,658.03,858803.88459
2020-12-20 00:00:00,658.05,661.39,621.01,638.18,823958.22843
2020-12-21 00:00:00,638.1,648.0,595.9,607.58,843251.16565
2020-12-22 00:00:00,607.68,637.73,588.0,636.45,918851.25654
2020-12-23 00:00:00,636.41,638.44,551.28,585.56,1208807.36518
2020-12-24 00:00:00,585.48,615.02,565.43,612.31,886335.86333
2020-12-25 00:00:00,612.31,634.24,604.28,626.82,798009.62915
2020-12-26 00:00:00,626.78,652.91,615.26,637.44,958585.50647
2020-12-27 00:00:00,637.44,717.13,625.0,685.11,1859968.15029
2020-12-28 00:00:00,685.1,748.09,681.04,730.41,1627154.39266
2020-12-29 00:00:00,730.4,740.78,689.2,732.0,1106876.35855
2020-12-30 00:00:00,732.0,758.74,716.62,752.17,1008574.09906
2020-12-31 00:00:00,752.17,755.74,722.0,736.42,863375.57981
2021-01-01 00:00:00,736.42,749.0,714.29,728.91,675114.09329
2021-01-02 00:00:00,728.91,787.69,714.91,774.56,1352618.57668
2021-01-03 00:00:00,774.44,1011.07,768.71,978.28,2813603.88615
2021-01-04 00:00:00,978.33,1162.97,890.0,1041.43,4245010.94004
2021-01-05 00:00:00,1041.45,1134.6,974.45,1099.56,2706995.67525
2021-01-06 00:00:00,1100.16,1213.0,1057.26,1208.42,2390136.59334
2021-01-07 00:00:00,1208.75,1289.0,1131.0,1224.87,1972922.82059
2021-01-08 00:00:00,1224.86,1273.75,1065.0,1216.93,2131172.92341
2021-01-09 00:00:00,1216.72,1304.37,1171.36,1276.0,1448871.11514
2021-01-10 00:00:00,1276.0,1348.33,1170.0,1254.25,1951179.35003
2021-01-11 00:00:00,1254.24,1260.0,915.0,1087.01,4099450.90046
2021-01-12 00:00:00,1087.0,1150.02,1006.33,1050.16,2302645.34052
2021-01-13 00:00:00,1050.36,1137.65,987.48,1129.89,1564202.39081
2021-01-14 00:00:00,1129.79,1247.55,1086.7,1231.62,1555737.38556
2021-01-15 00:00:00,1231.89,1256.98,1069.42,1168.53,1944038.83738
2021-01-16 00:00:00,1168.48,1298.0,1151.77,1227.83,1575384.43797
2021-01-17 00:00:00,1227.83,1269.02,1165.0,1232.45,1317285.00579
2021-01-18 00:00:00,1232.5,1260.75,1182.58,1258.45,998050.11073
2021-01-19 00:00:00,1258.52,1438.3,1251.49,1365.36,2278852.55758
2021-01-20 00:00:00,1365.36,1407.93,1235.42,1376.99,2219137.62144
2021-01-21 00:00:00,1376.72,1390.0,1086.0,1110.96,2310208.57298
2021-01-22 00:00:00,1111.98,1273.79,1042.31,1232.62,2020593.21673
2021-01-23 00:00:00,1232.61,1272.44,1195.9,1233.6,1009545.08258
2021-01-24 00:00:00,1233.46,1398.83,1220.0,1392.51,1510879.53817
2021-01-25 00:00:00,1392.19,1475.0,1293.69,1317.88,1885441.31289
2021-01-26 00:00:00,1317.6,1378.49,1244.56,1365.97,1682923.65799
